exponentially weighted moving average control chart,指数加权移动平均控制图,,,,,,,,,,,,,,
exposure level,暴露水平,,,,,,,,,,,,,,
extended Cox likelihood,扩展 Cox 似然,,,,,,,,,,,,,,
"Extensible Mark-up Language, XML",可扩展标记语言,,,,,,,,,,,,,,
"Extensible Stylesheet Language, XSL",可扩展样式表语言,,,,,,,,,,,,,,
External Control,外部对照,,,,,,,,,,,,,,
External Data,外部数据,,,,,,,,,,,,,,
external validity,外部效度,,,,,,,,,,,,,,
extrapolation,"外推,外延,外插, 外推法",,,,,,,,,,,,,,
extreme observation,极端观测值,,,,,,,,,,,,,,
extreme value,极值,,,,,,,,,,,,,,
Extrinsic Factors,外在因素,,,,,,,,,,,,,,
F distribution,F分布,,,,,,,,,,,,,,
F test,F检验,,,,,,,,,,,,,,
factor,因子,,,,,,,,,,,,,,
factor analysis,因子分析,,,,,,,,,,,,,,
factorial design,析因设计,,,,,,,,,,,,,,
factorial dose-response study,因子剂量反应研究,,,,,,,,,,,,,,
factorial stratification,因子分层,,,,,,,,,,,,,,
Fallback Method,回退法,,,,,,,,,,,,,,
false discovery rate (FDR),假发现率,,,,,,,,,,,,,,
"False Discovery Rate, FDR",错误发现率,,,,,,,,,,,,,,
false negative,假阴性,,,,,,,,,,,,,,
false positive,假阳性,,,,,,,,,,,,,,
false positive control,假阳性控制,,,,,,,,,,,,,,
false positive discovery rate,假阳性发现率,,,,,,,,,,,,,,
family of distributions,分布族,,,,,,,,,,,,,,
familywise error,族误差、总体误差,,,,,,,,,,,,,,
familywise error (FWE) control,总误差控制,,,,,,,,,,,,,,
familywise error rate,总误差率,,,,,,,,,,,,,,
"Familywise Error Rate, FWER",总I类错误率,,,,,,,,,,,,,,
"Familywise Error Rate, FWER",总I类错误率,,,,,,,,,,,,,,
family-wise Type I error,总I类错误,,,,,,,,,,,,,,
family-wise type I error rate,总I类错误率,,,,,,,,,,,,,,
Fast-acting Symptomatic Treatments,速效对症治疗,,,,,,,,,,,,,,
fatality rate,病死率,,,,,,,,,,,,,,
FDA,美国食品药品监督管理局,,,,,,,,,,,,,,
final model,最终模型,,,,,,,,,,,,,,
final sample,最终样本,,,,,,,,,,,,,,
finite mixture model,有限混合模型,,,,,,,,,,,,,,
finite population correction,有限总体的校正,,,,,,,,,,,,,,
first hitting time (FHT) model,首次命中时间 (FHT) 模型,,,,,,,,,,,,,,
"First in Human, FIH",首次人体,,,,,,,,,,,,,,
first Order,一阶,,,,,,,,,,,,,,
first Order Conditional Estimation,一阶条件期望,,,,,,,,,,,,,,
Fisher combination of p-value,p 值的 Fisher 组合,,,,,,,,,,,,,,
Fisher information,Fisher信息量,,,,,,,,,,,,,,
Fisher’s exact test,Fisher精确检验,,,,,,,,,,,,,,
Fisher’s product test,Fisher/费舍尔乘积检验,,,,,,,,,,,,,,
Fisher’s transformation,Fisher/费舍尔变换,,,,,,,,,,,,,,
ﬁt-for-purpose RWD source,适用的真实世界数据源,,,,,,,,,,,,,,
fitted count,拟合计数,,,,,,,,,,,,,,
fitted value,拟合值,,,,,,,,,,,,,,
Fixed Effect,固定效应,,,,,,,,,,,,,,
fixed effect,固定效应,,,,,,,,,,,,,,
fixed effect model for heterogeneity,异质性固定效应模型,,,,,,,,,,,,,,
fixed effects analysis of variance,固定效应方差分析,,,,,,,,,,,,,,
fixed margin method,固定界值法,,,,,,,,,,,,,,
fixed mass division,定量缩分,,,,,,,,,,,,,,
fixed ratio division,定比缩分,,,,,,,,,,,,,,
fixed sample test,固定样本检验,,,,,,,,,,,,,,
fixed weighted maximum likelighood estimate （MLE）,固定加权 最大似然 估计量,,,,,,,,,,,,,,
fixed-sequence estimation for minimum effective dose,最小有效剂量的固定顺序估计,,,,,,,,,,,,,,
Flemington-Harrington test,Flemington-Harrington检验,,,,,,,,,,,,,,
flexible design,灵活性设计,,,,,,,,,,,,,,
Food and Drug Administration (FDA),美国食品药品监督管理局 (简称FDA),,,,,,,,,,,,,,
Forest Diagram,森林图,,,,,,,,,,,,,,
forward selection,向前选择,,,,,,,,,,,,,,
fourfold table,四格表,,,,,,,,,,,,,,
Fourier analysis,Fourier分析、傅立叶分析,,,,,,,,,,,,,,
fractional factorial design,部分析因设计,,,,,,,,,,,,,,
fractional factorial experiment,局部析因试验,,,,,,,,,,,,,,
Freeman-Halton test,Freeman-Halton 检验,,,,,,,,,,,,,,
frequency,频数,,,,,,,,,,,,,,
frequency distribution,频数分布,,,,,,,,,,,,,,
frequency polygon,频率多边形,,,,,,,,,,,,,,
Friedman test,Friedman/弗里德曼检验,,,,,,,,,,,,,,
full analysis set (FAS),全分析集（又缩写为FAS）,,,,,,,,,,,,,,
"Full Analysis Set, FAS",全分析集,,,,,,,,,,,,,,
full factorial design,完全析因设计,,,,,,,,,,,,,,
full model,全模型,,,,,,,,,,,,,,
full nested design,完全嵌套设计,,,,,,,,,,,,,,
full probability model,全概率模型,,,,,,,,,,,,,,
function,函数,,,,,,,,,,,,,,
funnel plot,漏斗图,,,,,,,,,,,,,,
futility stop,无效终止,,,,,,,,,,,,,,
gain function,增益函数,,,,,,,,,,,,,,
game theory,博弈论,,,,,,,,,,,,,,
gamma distribution,伽马分布,,,,,,,,,,,,,,
Gatekeeping Procedure,守门法,,,,,,,,,,,,,,
gatekeeping procedure,门限方法,,,,,,,,,,,,,,
gate-keeping strategy,守门策略、门限策略,,,,,,,,,,,,,,
Gaussian curve,Gaussian/高斯曲线,,,,,,,,,,,,,,
Gaussian distribution,"Gaussian高斯分布, 正态分布",,,,,,,,,,,,,,
Gaussian quadrature,Gaussian/高斯正交,,,,,,,,,,,,,,
GEE,广义估计方程法,,,,,,,,,,,,,,
general linear model（GLM ),一般线性模型 （又简称为GLM）,,,,,,,,,,,,,,
generalised linear model,广义线性模型,,,,,,,,,,,,,,
Generalizability,可推广性,,,,,,,,,,,,,,
generalized additive regression,广义可加回归,,,,,,,,,,,,,,
generalized additive regression model,广义可加回归模型,,,,,,,,,,,,,,
generalized boosting algorithm,广义提升算法,,,,,,,,,,,,,,
generalized estimating equation (GEE),广义估计方程法 (GEE),,,,,,,,,,,,,,
generalized gamma model,广义伽马模型,,,,,,,,,,,,,,
generalized linear mixed model (GLMM),广义线性混合模型 (GLMM),,,,,,,,,,,,,,
generalized maximum likelihood,广义最大似然,,,,,,,,,,,,,,
generalized Wilcoxon test,广义 Wilcoxon 检验,,,,,,,,,,,,,,
genetic data,基因数据,,,,,,,,,,,,,,
geometric coefficient of variation,几何变异系数,,,,,,,,,,,,,,
geometric distribution,几何分布,,,,,,,,,,,,,,
geometric mean,几何均数、几何均值,,,,,,,,,,,,,,
"Geometric mean ratio, GMR",几何均值比,,,,,,,,,,,,,,
"Geometric mean, GM",几何均值,,,,,,,,,,,,,,
GLM,一般线性模型,,,,,,,,,,,,,,
Global type I error rate,整体I类错误率,,,,,,,,,,,,,,
gold standard,金标准,,,,,,,,,,,,,,
Gompertz model,Gompertz模型,,,,,,,,,,,,,,
good clinical practice (GCP),临床试验质量管理规范（又缩写为GCP）,,,,,,,,,,,,,,
"Good Clinical Practice, GCP",药物临床试验质量管理规范,,,,,,,,,,,,,,
good laboratory practice (GLP),优良实验室管理规范（又缩写为GLP）,,,,,,,,,,,,,,
good manufacturing practice(GMP),优良生产质量管理规范（又缩写为GMP）,,,,,,,,,,,,,,
goodness of ﬁt,拟合优度,,,,,,,,,,,,,,
"Goodness of fit, GOF",拟合优度,,,,,,,,,,,,,,
goodness-of-fit test,拟合优度检验,,,,,,,,,,,,,,
G-optimal design,G-最优设计,,,,,,,,,,,,,,
Graeco-Latin square,希腊拉丁方,,,,,,,,,,,,,,
Graeco-Latin square design,希腊拉丁方设计,,,,,,,,,,,,,,
Graphical Approach,图示法,,,,,,,,,,,,,,
graphical descriptive statistic,图形描述统计量,,,,,,,,,,,,,,
graphical method,图法,,,,,,,,,,,,,,
gross sample,大样,,,,,,,,,,,,,,
Group sequential analysis,成组序贯分析,,,,,,,,,,,,,,
Group sequential design,成组序贯设计,,,,,,,,,,,,,,
group sequential design,成组序贯设计,,,,,,,,,,,,,,
grouped data,分组资料/数据,,,,,,,,,,,,,,
Gumbel distribution,I型极值分布、Gumbel分布,,,,,,,,,,,,,,
Gumbel model,Gumbel模型,,,,,,,,,,,,,,
haplotype,单倍型,,,,,,,,,,,,,,
Hardy-Weinberg equilibrium,Hardy-Weinberg/哈迪-温伯格平衡,,,,,,,,,,,,,,
Hawthorne effect,霍桑效应,,,,,,,,,,,,,,
Haybittle and Peto boundaries,Haybittle 和 Peto 的边界,,,,,,,,,,,,,,
hazard,风险,,,,,,,,,,,,,,
hazard function,风险函数,,,,,,,,,,,,,,
hazard rate,风险率,,,,,,,,,,,,,,
hazard ratio,风险比,,,,,,,,,,,,,,
head-to-head comparison,头对头比较,,,,,,,,,,,,,,
Helsinki Declaration,赫尔辛基宣言,,,,,,,,,,,,,,
Hessian matrix,海森矩阵,,,,,,,,,,,,,,
Heterogeneity,异质性,,,,,,,,,,,,,,
Heterogeneity,异质性,,,,,,,,,,,,,,
heterogeneity,异质性,,,,,,,,,,,,,,
heteroscedasticity,异方差性,,,,,,,,,,,,,,
hierarchical cluster analysis,层次聚类分析,,,,,,,,,,,,,,
hierarchical design,层次设计,,,,,,,,,,,,,,
Hierarchical Linear Models,层次线性模型,,,,,,,,,,,,,,
hierarchical model,层次模型,,,,,,,,,,,,,,
hierarchical modeling of platform trial,平台试验的分层建模,,,,,,,,,,,,,,
hierarchical testing,分层级检验,,,,,,,,,,,,,,
hierarchical testing strategy,层级检验策略,,,,,,,,,,,,,,
"Highly variable drug, HVD",高变异药物,,,,,,,,,,,,,,
High-risk Population,高风险人群,,,,,,,,,,,,,,
histogram,直方图,,,,,,,,,,,,,,
historical control,历史对照,,,,,,,,,,,,,,
Holms step-down method,Holms降步法,,,,,,,,,,,,,,
Hommel's method,Hommel 方法,,,,,,,,,,,,,,
homogeneity,同质性，齐同性,,,,,,,,,,,,,,
homogeneity of odds ratio,优势比的同质性,,,,,,,,,,,,,,
homogeneity of variance,词条可删除,,,,,,,,,,,,,,
homogeneity test,齐性检验,,,,,,,,,,,,,,
homogeneity test of variances,方差齐性检验,,,,,,,,,,,,,,
homoscedasticity,同方差性,,,,,,,,,,,,,,
homoscedasticity assumption,方差齐性假设,,,,,,,,,,,,,,
honestly significant difference,诚实显著差异,,,,,,,,,,,,,,
Hosmer-Lemeshow test,Hosmer-Lemeshow 检验,,,,,,,,,,,,,,
"HospitalInformation System,HIS",医院信息系统,,,,,,,,,,,,,,
Hotelling’s T-square,Hotelling T方,,,,,,,,,,,,,,
Hybittle-Peto test,Hybittle-Peto检验,,,,,,,,,,,,,,
Hybrid Synthetic Control Arm,混合合成对照组,,,,,,,,,,,,,,
hypergeometric Distribution,超几何分布,,,,,,,,,,,,,,
hypergeometric model,超几何模型,,,,,,,,,,,,,,
hypothesis,假设,,,,,,,,,,,,,,
hypothesis testing,假设检验,,,,,,,,,,,,,,
hypothetical universe,假设总体,,,,,,,,,,,,,,
ICH,人用药品技术要求国际协调 理事会,,,,,,,,,,,,,,
iDMC,独立数据监查委员会,,,,,,,,,,,,,,
immune system,免疫系统,,,,,,,,,,,,,,
immunogenicity,免疫原性,,,,,,,,,,,,,,
immunotherapy,免疫疗法,,,,,,,,,,,,,,
imputation,插补；填补,,,,,,,,,,,,,,
incidence,发生率,,,,,,,,,,,,,,
inclusion criteria,纳入标准,,,,,,,,,,,,,,
incomplete block design,不完全区组设计,,,,,,,,,,,,,,
incomplete information,不完整信息,,,,,,,,,,,,,,
incomplete survey,非全面调查,,,,,,,,,,,,,,
increment,增量,,,,,,,,,,,,,,
IND,研究性新药申请,,,,,,,,,,,,,,
independence assumption,独立假设,,,,,,,,,,,,,,
independence test,独立性检验,,,,,,,,,,,,,,
"Independent Data Monitoring Committee, IDMC",独立数据监查委员会,,,,,,,,,,,,,,
independent event,独立事件,,,,,,,,,,,,,,
independent increment,独立增量,,,,,,,,,,,,,,
Independent review board,独立审查委员会,,,,,,,,,,,,,,
"Independent Statistical Team, IST",独立统计团队,,,,,,,,,,,,,,
independent test,独立测试,,,,,,,,,,,,,,
independent variable,自变量,,,,,,,,,,,,,,
index,"指标,指数",,,,,,,,,,,,,,
indicator variable,指示变量,,,,,,,,,,,,,,
indifference point,无区别点,,,,,,,,,,,,,,
indifference quality level,无区别质量水平,,,,,,,,,,,,,,
indifference zone,不定域（无区别域）,,,,,,,,,,,,,,
indirect inspection,间接检验,,,,,,,,,,,,,,
indirectly standardized Death rate,间接标准化死亡率,,,,,,,,,,,,,,
individual and collective ethics,个人和集体伦理,,,,,,,,,,,,,,
individual bioequivalence (IBE),个体生物等效性 (IBE),,,,,,,,,,,,,,
individual control chart,单值控制图,,,,,,,,,,,,,,
"Individual predicted data, IPRED",个体预测值,,,,,,,,,,,,,,
individual predicted value,个体预测值,,,,,,,,,,,,,,
individual stagewise p-value method(MIP),单个阶段 p 值方法 (MIP),,,,,,,,,,,,,,
individual weighted residual,个体加权残值,,,,,,,,,,,,,,
"Individual weighted residuals, IWRES",个体加权残差,,,,,,,,,,,,,,
Individual-level Data,个体层面数据,,,,,,,,,,,,,,
ineffective dose,无效剂量,,,,,,,,,,,,,,
infant mortality rate,婴儿死亡率,,,,,,,,,,,,,,
infection rate,感染率,,,,,,,,,,,,,,
inference,推断、推理,,,,,,,,,,,,,,
inferential statistics,推断统计学(量),,,,,,,,,,,,,,
inferior limit,劣效限值,,,,,,,,,,,,,,
inferiority testing,劣效性检验,,,,,,,,,,,,,,
Inflation factor,膨胀因子,,,,,,,,,,,,,,
Information matrix,信息矩阵,,,,,,,,,,,,,,
Information rate,信息率,,,,,,,,,,,,,,
information-mask approach,信息掩码方法,,,,,,,,,,,,,,
informative prior,信息先验,,,,,,,,,,,,,,
Informed consent,知情同意,,,,,,,,,,,,,,
inherent process variation,过程固有变异,,,,,,,,,,,,,,
initial data,初始数据,,,,,,,,,,,,,,
in-process control,流程内控制,,,,,,,,,,,,,,
inspection,核查,,,,,,,,,,,,,,
inspection by attribute,计数检验,,,,,,,,,,,,,,
inspection by variable,计量检验,,,,,,,,,,,,,,
inspection level,检验水平,,,,,,,,,,,,,,
Instaneous probability,瞬时概率,,,,,,,,,,,,,,
institutional review board (IRB),机构审查委员会 (IRB),,,,,,,,,,,,,,
"Institutional Review Board, IRB",机构审查委员会,,,,,,,,,,,,,,
Instrument,测量工具,,,,,,,,,,,,,,
Instrumental Variable,工具变量,,,,,,,,,,,,,,
Integrated Summary of Efficacy，ISE,有效性综合分析,,,,,,,,,,,,,,
Integrated Summary of Safety，ISS,安全性综合分析,,,,,,,,,,,,,,
Integrity,完整性,,,,,,,,,,,,,,
intensity function,强度函数,,,,,,,,,,,,,,
intent to treat (ITT) principle,意向治疗原则（简称ITT原则）,,,,,,,,,,,,,,
intention to treat (ITT),意向治疗 (ITT),,,,,,,,,,,,,,
intention to treat analysis,意向治疗分析,,,,,,,,,,,,,,
"Intention to-treat, ITT",意向性分析,,,,,,,,,,,,,,
Interaction,交互作用,,,,,,,,,,,,,,
interaction,交互效应,,,,,,,,,,,,,,
interaction effect,交互效果,,,,,,,,,,,,,,
interaction plot,交互效应图,,,,,,,,,,,,,,
Interaction term,交互项,,,,,,,,,,,,,,
Interaction Tree Method,交互树方法,,,,,,,,,,,,,,
interactive response system (IRS),交互式应答系统（又缩写为IRS）,,,,,,,,,,,,,,
interactive voice response system (IVRS),交互式语音应答系统 (IVRS),,,,,,,,,,,,,,
intercept,截距,,,,,,,,,,,,,,
interchangeability,互换性,,,,,,,,,,,,,,
Intercurrent Event,伴发事件,,,,,,,,,,,,,,
Intercurrent Event,伴发事件,,,,,,,,,,,,,,
Interim Analysis,期中分析,,,,,,,,,,,,,,
Interim Analysis,期中分析,,,,,,,,,,,,,,
interim analysis,期中分析,,,,,,,,,,,,,,
interim endpoints in basket trial,篮子试验中的临时终点,,,,,,,,,,,,,,
inter-individual variability,个体间变异,,,,,,,,,,,,,,
intermediate precision,中间精密度,,,,,,,,,,,,,,
intermediate precision condition,中间精密度条件,,,,,,,,,,,,,,
intermediate precision critical difference,中间精密度临界差,,,,,,,,,,,,,,
intermediate precision limit,中间精密度限,,,,,,,,,,,,,,
intermediate precision standard deviation,中间精密度标准差,,,,,,,,,,,,,,
Intermediate Variable,中间变量,,,,,,,,,,,,,,
intermittent missingness,间歇性缺失,,,,,,,,,,,,,,
internal consistency of outcome measure,结果测量的内部一致性,,,,,,,,,,,,,,
internal validity,内部有效性,,,,,,,,,,,,,,
International Council for Harmonization of Technical Requirements for Pharmaceuticals for Human Use (ICH),人用药品技术要求国际协调理事会 (简称ICH),,,,,,,,,,,,,,
"International Council for Harmonization of Technical Requirements for Pharmaceuticals for Human Use, ICH",国际人用药品注册技术要求协调会,,,,,,,,,,,,,,
international multi-regional clinical trial (MRCT),国际多地区试验 (常检测为MRCT）,,,,,,,,,,,,,,
interpenetrating sampling,交叉抽样,,,,,,,,,,,,,,
interpolation method,内插法,,,,,,,,,,,,,,
Interpretability,可解释性,,,,,,,,,,,,,,
interquartile range,四分位间距,,,,,,,,,,,,,,
inter-rater reliability,评分者间信度,,,,,,,,,,,,,,
intersection hypothesis,交叉假设,,,,,,,,,,,,,,
intersection test,交叉检验、交集检验,,,,,,,,,,,,,,
inter-subject variability,个体间变异,,,,,,,,,,,,,,
Interval estimate,区间估计,,,,,,,,,,,,,,
Interval midpoint,区间中点,,,,,,,,,,,,,,
interval scale,定距尺度,,,,,,,,,,,,,,
interval-censored,区间删失,,,,,,,,,,,,,,
Interval-censored data,区间删失数据,,,,,,,,,,,,,,
intervention,干预,,,,,,,,,,,,,,
intraclass correlation,组内相关性,,,,,,,,,,,,,,
intraclass correlation coefficient,组内相关系数,,,,,,,,,,,,,,
intra-rated reliability,内部信度,,,,,,,,,,,,,,
intra-subject error,个体内误差,,,,,,,,,,,,,,
Intrinsic Factors,内在因素,,,,,,,,,,,,,,
invariance,不变性,,,,,,,,,,,,,,
invariance principle,不变性原则,,,,,,,,,,,,,,
inverse chi-squared method,逆卡方法,,,,,,,,,,,,,,
inverse correlation,负相关,,,,,,,,,,,,,,
inverse cumulative distribution function (CDF) method,逆累积分布函数 (CDF) 方法,,,,,,,,,,,,,,
inverse normal combination test,逆正态组合检验,,,,,,,,,,,,,,
inverse probability,逆概率,,,,,,,,,,,,,,
Inverse Probability of Treatment Weighting，IPTW,逆概率加权法,,,,,,,,,,,,,,
inverse response function,反响应函数,,,,,,,,,,,,,,
inverse-Gaussian distribution,逆高斯分布,,,,,,,,,,,,,,
inverse-Gaussian model,逆高斯模型,,,,,,,,,,,,,,
inverse-normal p-value method (MINP),逆正态 p 值法 (MINP),,,,,,,,,,,,,,
investigational new drug application (IND),研究性新药申请 (简称IND),,,,,,,,,,,,,,
investigator,研究者,,,,,,,,,,,,,,
IRB,机构审查委员会 （简称IRB）,,,,,,,,,,,,,,
isotonic regresion,等张回归,,,,,,,,,,,,,,
iteration,迭代,,,,,,,,,,,,,,
iterative algorithms,迭代算法,,,,,,,,,,,,,,
iterative parameter estimation (IPE),迭代参数估计 (IPE),,,,,,,,,,,,,,
iteratively reweighted least squares,迭代重新加权最小二乘法,,,,,,,,,,,,,,
iteratively reweighted least squares (IRLS),迭代重新加权最小二乘法 (IRLS),,,,,,,,,,,,,,
joint central moment of orders r and s,"(r,s)阶联合中心矩",,,,,,,,,,,,,,
joint distribution,联合分布,,,,,,,,,,,,,,
joint distribution function,联合分布函数,,,,,,,,,,,,,,
joint moment of orders r and s,"(r,s)阶联合原点矩",,,,,,,,,,,,,,
joint probability,联合概率,,,,,,,,,,,,,,
Kaplan Meier analysis,Kaplan-Meier分析,,,,,,,,,,,,,,
Kaplan-Meier (KM) curve,Kaplan-Meier (KM) 曲线,,,,,,,,,,,,,,
Kaplan-Meier chart,Kaplan-Meier图,,,,,,,,,,,,,,
Kaplan-Meier estimate,KM生存估计,,,,,,,,,,,,,,
Kaplan-Meier method,Kaplan-Meier 方法,,,,,,,,,,,,,,
Kappa statistic,Kappa 统计量,,,,,,,,,,,,,,
Kefauver-Harris Drug Amendment,Kefauver-Harris 药物修正案,,,,,,,,,,,,,,
Kendal rank correlation,Kendal/肯德尔秩相关,,,,,,,,,,,,,,
Kendall‘s tau test,Kendall's检验,,,,,,,,,,,,,,
Kendall’s tau correlation,Kendal tau 相关性,,,,,,,,,,,,,,
Kenward-Roger method,Kenward-Roger 方法,,,,,,,,,,,,,,
Key Secondary Endpoint,关键次要终点,,,,,,,,,,,,,,
k-factor experiment,k因子试验,,,,,,,,,,,,,,
Kolmogorov-Smirnov test,Kolmogorov-Smirnov 检验,,,,,,,,,,,,,,
KRAS mutation,KRAS突变,,,,,,,,,,,,,,
Kruskal-Wallis test,Kruskal-Wallis 检验,,,,,,,,,,,,,,
kurtosis,峰度,,,,,,,,,,,,,,
kurtosis coefficient,峰度系数,,,,,,,,,,,,,,
lack of efficacy,缺乏疗效,,,,,,,,,,,,,,
lack of fit,拟合缺失度,,,,,,,,,,,,,,
Lan-DeMets alpha-spending,Lan-DeMets alpha 消耗,,,,,,,,,,,,,,
Lan-DeMets-Kim funciton,Lan-DeMets-Kim函数,,,,,,,,,,,,,,
Laplace transformation,Laplace变换、拉普拉斯变换,,,,,,,,,,,,,,
large-strata conditions,大地层条件,,,,,,,,,,,,,,
Lasso shrinkage method,Lasso收缩法,,,,,,,,,,,,,,
last observation carried forward (LOCF),末次观测值结转 （又简称为LOCF),,,,,,,,,,,,,,
latent event time model,潜在事件时间模型,,,,,,,,,,,,,,
Latin square design,拉丁方设计,,,,,,,,,,,,,,
Least significance difference (LSD) procedure,最小显着性差异 (LSD) 方法,,,,,,,,,,,,,,
least square method,最小二乘法,,,,,,,,,,,,,,
least squares (LS) mean,最小二乘均值,,,,,,,,,,,,,,
least-absolute-residuals estimate,最小绝对残差估计,,,,,,,,,,,,,,
left truncation of survival data,生存数据的左截断,,,,,,,,,,,,,,
left-censored,左删失,,,,,,,,,,,,,,
left-censored data,左删失数据,,,,,,,,,,,,,,
Legacy Study,历史遗留研究,,,,,,,,,,,,,,
Lehmacher-Wassmer method,Lehmacher-Wassmer方法,,,,,,,,,,,,,,
leptokurtic distribution,尖峭态分布,,,,,,,,,,,,,,
leptokurtosis,峰态，峭度,,,,,,,,,,,,,,
level of signiﬁcance,显著性水平,,,,,,,,,,,,,,
Levene’s test,Levene检验,,,,,,,,,,,,,,
leverage value,杠杆值,,,,,,,,,,,,,,
life expectancy,预期寿命,,,,,,,,,,,,,,
life table,生存表,,,,,,,,,,,,,,
lifetime probability of disease,终生患病概率,,,,,,,,,,,,,,
likelihood,似然,,,,,,,,,,,,,,
Likelihood function,似然函数,,,,,,,,,,,,,,
Likelihood principle,似然原理,,,,,,,,,,,,,,
Likelihood ratio,似然比,,,,,,,,,,,,,,
Likelihood ratio (LR) statistic,似然比 (LR) 统计量,,,,,,,,,,,,,,
Likelihood ratio chi-square,似然比卡方,,,,,,,,,,,,,,
likelihood-based MAR analysis,基于似然的MAR类数据缺失处理,,,,,,,,,,,,,,
limit of detection,检测限,,,,,,,,,,,,,,
limited Information Maximum Likelihood method,有限信息最大似然法,,,,,,,,,,,,,,
limiting quality,极限质量,,,,,,,,,,,,,,
limiting quality level,极限质量水平,,,,,,,,,,,,,,
limits of quantification,定量限,,,,,,,,,,,,,,
line graph,线图,,,,,,,,,,,,,,
linear association,线性关联,,,,,,,,,,,,,,
linear chart,线图,,,,,,,,,,,,,,
linear classification methods,线性分类方法,,,,,,,,,,,,,,
linear combination of p-values,p 值的线性组合,,,,,,,,,,,,,,
linear conditional error function,线性条件误差函数,,,,,,,,,,,,,,
linear contrast test,线性对比检验,,,,,,,,,,,,,,
linear correlation,线性相关,,,,,,,,,,,,,,
linear determinant analysis,线性行列式分析,,,,,,,,,,,,,,
linear models,线性模型,,,,,,,,,,,,,,
linear regression,线性回归,,,,,,,,,,,,,,
linear regression model,线性回归模型,,,,,,,,,,,,,,
linear regression principle,线性回归原理,,,,,,,,,,,,,,
linear trend,线性趋势,,,,,,,,,,,,,,
linear trend test,线性趋势检验,,,,,,,,,,,,,,
linearity,线性,,,,,,,,,,,,,,
linearity Index,线性指数,,,,,,,,,,,,,,
linearity of analytical procedure,线性分析方法,,,,,,,,,,,,,,
linearization-based marginal model,基于线性化的边缘模型,,,,,,,,,,,,,,
link function,连接函数,,,,,,,,,,,,,,
link relative,环比,,,,,,,,,,,,,,
listing,列表,,,,,,,,,,,,,,
local influence approach to sensitivity analysis,敏感性分析的局部影响方法,,,,,,,,,,,,,,
locally optimal designs,局部优化设计,,,,,,,,,,,,,,
LOCF,末次观测值结转,,,,,,,,,,,,,,
log likelihood ratio tests,对数似然比检验,,,,,,,,,,,,,,
logarithmic data transformations,对数数据变换,,,,,,,,,,,,,,
logarithmic normal distribution,对数正态分布,,,,,,,,,,,,,,
logarithmic scale,对数尺度,,,,,,,,,,,,,,
logarithmic transformation,对数变换,,,,,,,,,,,,,,
logistic distribution,Logistic分布,,,,,,,,,,,,,,
logistic model,logistic模型,,,,,,,,,,,,,,
logistic regression,logistic回归,,,,,,,,,,,,,,
logistic regression analysis,logistic回归分析,,,,,,,,,,,,,,
logistic regression models,logistic回归模型,,,,,,,,,,,,,,
logit link function,Logit链接函数,,,,,,,,,,,,,,
logit link models,logit链接模型,,,,,,,,,,,,,,
logit transformation,logit变换,,,,,,,,,,,,,,
logitBoost algorithm,LogitBoost 算法,,,,,,,,,,,,,,
log-likelihood ratio,对数似然比,,,,,,,,,,,,,,
log-linear model,对数线性模型,,,,,,,,,,,,,,
log-log plots,双对数图,,,,,,,,,,,,,,
log–log survival curves,对数生存曲线,,,,,,,,,,,,,,
log-logistic regression,对数logistic回归,,,,,,,,,,,,,,
lognormal distribution,对数正态分布,,,,,,,,,,,,,,
lognormal survival model,对数正态生存模型,,,,,,,,,,,,,,
log-rank test,log-rank检验,,,,,,,,,,,,,,
log-transformed ratios,对数转换比率,,,,,,,,,,,,,,
longitudinal clinical trial,纵向临床试验,,,,,,,,,,,,,,
longitudinal data,纵向数据,,,,,,,,,,,,,,
longitudinal model,纵向模型,,,,,,,,,,,,,,
long-term risk,长期风险,,,,,,,,,,,,,,
loss function,损失函数,,,,,,,,,,,,,,
lost to follow-up,失访,,,,,,,,,,,,,,
lower bound of a one-sided confidence interval,单侧置信区间的下限,,,,,,,,,,,,,,
lower control limit,下控制限,,,,,,,,,,,,,,
lower limit of quantification (LLOQ),定量下限 (LLOQ),,,,,,,,,,,,,,
lower process capability index,下过程能力指数,,,,,,,,,,,,,,
lower process performance index,下过程性能指数,,,,,,,,,,,,,,
lower quality statistic,下质量统计量,,,,,,,,,,,,,,
lower reference interval,下参照区间,,,,,,,,,,,,,,
lower specification limit,下规范限,,,,,,,,,,,,,,
Low-risk Population,低风险人群,,,,,,,,,,,,,,
LS mean difference,最小二乘积差,,,,,,,,,,,,,,
Lunn-McNeil approach,Lunn-McNeil 方法,,,,,,,,,,,,,,
Lunn-McNeil models,Lunn-McNeil 模型,,,,,,,,,,,,,,
Mahalanobis Distance,马氏距离,,,,,,,,,,,,,,
Mahalanobis distances,马氏距离,,,,,,,,,,,,,,
main effect,主效应,,,,,,,,,,,,,,
main effects plot,主效应图,,,,,,,,,,,,,,
Mann-Whitney test,Mann-Whitney检验,,,,,,,,,,,,,,
MANOVA,多元方差分析,,,,,,,,,,,,,,
Mantel–Haenszel estimate,Mantel-Haenszel 估计,,,,,,,,,,,,,,
Mantel–Haenszel estimate of odds ratio,优势比的 Mantel-Haenszel 估计,,,,,,,,,,,,,,
Mantel-Haenszel estimates of the common odds ratio,Mantel-Haenszel估计的共同优势比,,,,,,,,,,,,,,
